RiskCategory, TimeWindow, Flight, attOnBody_coverage, attOnBody_payoff, attOnBody_utility, attInCarryOn_coverage, attInCarryOn_payoff, attInCarryOn_utility
LOWRISK2, 240, Flight25, 0.250000000677131, 14999.99998645738, 1493.999998651155, 0.7500000004645351, 4999.999990709299, 497.99999907464615
LOWRISK2, 240, Flight26, 0.25000000155588714, 44999.99990664677, 4481.999990702018, 0.7500000005685441, 14999.999965887355, 1493.9999966023804
LOWRISK2, 240, Flight27, 0.25000000155588714, 44999.99990664677, 4481.999990702018, 0.7500000005685441, 14999.999965887355, 1493.9999966023804
LOWRISK2, 240, Flight28, 0.49999999865566636, 45000.00012099003, 4482.0000120506065, 0.7500000005891898, 22499.999946972915, 2240.9999947185024
LOWRISK2, 240, Flight29, 0.25000000108089043, 14999.99997838219, 1493.9999978468659, 0.7500000005136956, 4999.999989726087, 497.99999897671825
LOWRISK2, 240, Flight30, 0.25000000164078745, 22499.999950776375, 2240.999995097327, 0.7500000005811633, 7499.9999825651, 746.9999982634839
LOWRISK2, 240, Flight31, 0.25000000096233777, 22499.999971129866, 2240.9999971245347, 0.7500000004993508, 7499.999985019476, 746.9999985079398
LOWRISK2, 240, Flight32, 0.4999999986616055, 45000.00012045551, 4482.000011997368, 0.7500000005990385, 22499.999946086537, 2240.9999946302187
LOWRISK2, 240, Flight33, 0.250000000801067, 14999.99998397866, 1493.9999984042745, 0.7500000004797484, 4999.999990405033, 497.9999990443412
LOWRISK2, 240, Flight34, 0.4374999985605209, 45000.00011515833, 4482.00001146977, 0.7500000008161631, 19999.99993470695, 1991.999993496812
LOWRISK2, 240, Flight35, 0.2500000021294253, 37499.99989352874, 3734.999989395462, 0.7500000006399062, 12499.999968004688, 1244.9999968132668
LOWRISK2, 240, Flight36, 0.2500000007097739, 44999.999957413565, 4481.9999957583905, 0.7500000004668188, 14999.999971990872, 1493.9999972102908
LOWRISK2, 240, Flight37, 0.5499999988750406, 45000.00011249594, 4482.0000112045955, 0.7500000007139822, 24999.99992860178, 2489.9999928887373
LOWRISK2, 240, Flight38, 0.2500000021273512, 14999.999957452976, 1493.9999957623163, 0.7500000006396823, 4999.999987206354, 497.9999987257528
LOWRISK2, 240, Flight39, 0.5499999991408003, 45000.000085919964, 4482.0000085576285, 0.7500000011478887, 24999.99988521113, 2489.9999885670286
LOWRISK2, 240, Flight40, 0.25000000082468493, 44999.999950518904, 4481.999995071683, 0.7500000004817804, 14999.999971093177, 1493.9999971208804
LOWRISK2, 240, Flight41, 0.2500000008723896, 37499.99995638052, 3734.9999956554993, 0.750000000488425, 12499.999975578752, 1244.9999975676437
LOWRISK2, 240, Flight42, 0.2500000021294253, 37499.99989352874, 3734.999989395462, 0.7500000006399062, 12499.999968004688, 1244.9999968132668
LOWRISK2, 240, Flight43, 0.2500000008345584, 22499.999974963248, 2240.9999975063392, 0.7500000004838318, 7499.999985485048, 746.9999985543107
LOWRISK2, 240, Flight44, 0.25000000164190833, 37499.99991790458, 3734.9999918232957, 0.7500000005812815, 12499.999970935927, 1244.9999971052182
LOWRISK2, 240, Flight45, 0.2500000021273512, 14999.999957452976, 1493.9999957623163, 0.7500000006396823, 4999.999987206354, 497.9999987257528
LOWRISK2, 240, Flight46, 0.2500000010178378, 37499.99994910811, 3734.9999949311677, 0.7500000005060609, 12499.999974696957, 1244.9999974798168
LOWRISK2, 240, Flight47, 0.2500000006772691, 29999.999972909234, 2987.9999973017593, 0.7500000004645471, 9999.999981418117, 995.9999981492444
LOWRISK2, 240, Flight48, 0.2500000007199449, 37499.99996400275, 3734.999996414674, 0.7500000004698041, 12499.999976509796, 1244.9999976603756
LOWRISK2, 240, Flight49, 0.2500000006987294, 7499.999993012706, 746.9999993040655, 0.7500000004819346, 2499.999995180654, 248.9999995199931
LOWRISK2, 240, Flight50, 0.25000000082468493, 44999.999950518904, 4481.999995071683, 0.7500000004817804, 14999.999971093177, 1493.9999971208804
LOWRISK2, 240, Flight51, 0.3571428552568328, 45000.000132021705, 4482.000013149362, 0.7500000005795429, 17499.999959432, 1742.999995959427
LOWRISK2, 240, Flight52, 0.3571428553388453, 45000.00012628082, 4482.00001257757, 0.7500000007114069, 17499.999950201516, 1742.9999950400709
LOWRISK2, 240, Flight53, 0.4374999984105609, 45000.00012715512, 4482.00001266465, 0.7500000005720442, 19999.999954236464, 1991.9999954419518
